verse_index,verse_id,english,chapter_number,verse_number,turkish,french,german,bahasa,persian,tamil,swedish,russian,bengali,spanish,urdu
3530,31:34,Things We May and May Not Know*,31,34,Bilebileceğimiz ve Bilemeyeceğimiz Şeyler,Ce que nous savons ou ne savons pas*,"Dinge, die wir wissen und nicht wissen dürfen*",Perkara yang mungkin kita tahu dan mungkin tidak kita tahu*,چیزهایی که ممکن است بدانیم و ندانیم*,நாம் அறிந்திருக்கக் கூடிய மற்றும் அறியாமலிருக்கக் கூடிய விஷயங்கள் *,Saker vi kanske och kanske inte vet*,"То, что мы можем и не можем знать*",যে বিষয়গুলো আমরা জানি বা জানি না*,Cosas que podemos saber y cosas que no*.,وہ چیزیں جو ہمیں معلوم بھی ہو سکتی ہیں اور نہیں بھی*
3543,32:12,Too Late,32,12,Çok Geç,Trop tard,Zu spät,Terlambat,خیلی دیر,மிகவும் தாமதம்,För sent,Слишком поздно,অতি দেরি,Demasiado tarde,بہت دیر ہو گئی
3548,32:17,Heaven: Indescribably Beautiful,32,17,Cennet: Tarif Edilemez Güzellikte,Le paradis : une beauté indescriptible,Der Himmel: Unbeschreiblich schön,Syurga: Indah tidak terlukakan,بهشت: بی‌نهایت زیبا,சொர்க்கம்: வர்ணிக்கமுடியாத அழகு நிறைந்தது,Himlen: obeskrivligt vacker,Небеса: неописуемо прекрасны,স্বর্গ: অকথ্য সুন্দর,Cielo: belleza indescriptible,جنت: ناقابلِ بیان خوبصورت
3552,32:21,Take A Hint,32,21,Bir Anlam Çıkar,Un indice,Einen Tipp annehmen,Ambillah petunjuk,اشاره را بفهم,குறிப்பறிந்து கொள்ளுங்கள்,Ta en ledtråd,Возьмите подсказку,ইঙ্গিত বুঝুন,Toma nota,اشارہ سمجھو
3535,32:4,No Mediator Between God And You,32,4,Tanrı ile Aranızda Hiçbir Aracı Yok,Pas de médiateur entre Dieu et vous,Kein Vermittler zwischen Gott und Ihnen,Tiada Perantara Antara Tuhan dan Kamu,میان خدا و تو واسطه‌ای نیست,கடவுளுக்கும் உங்களுக்கும் இடையில் இடைத்தரகர் இல்லை,Ingen medlare mellan Gud och dig,Нет посредника между Богом и вами,ঈশ্বর ও আপনার মধ্যে কোনো মধ্যস্থতাকারী নেই,No hay mediador entre Dios y usted,خدا اور تمہارے درمیان کوئی واسطہ نہیں
3538,32:7,The Origin of Man,32,7,İnsanın Kökeni,L'origine de l'homme,Der Ursprung des Menschen,Asal Usul Manusia,منشأ انسان,மானிடனின் துவக்கம்,Människans ursprung,Происхождение человека,মানুষের উৎপত্তি,El origen del hombre,انسان کی ابتدا
3583,33:21,The Prophet's Courage*,33,21,Peygamberin Cesareti,Le courage du prophète*,Der Mut des Propheten*,Kebimbangan Nabi*,شجاعت پیامبر*,நபியின் தீரம்*,Profetens mod*,Мужество пророка*,নবীর সাহস*,El coraje del profeta,نبی کی بہادری*
3587,33:25,During Muhammad's Time,33,25,Muhammed'in Dönemi Boyunca,À l'époque de Mahomet,Zur Zeit Muhammads,Semasa zaman Muhammad,در زمان محمد,முஹம்மதின் காலத்தில்,Under Muhammeds tid,Во времена Мухаммада,মুহাম্মাদের সময়,En tiempos de Mahoma,محمد کے زمانے میں
3590,33:28,Special Responsibility For Being Close,33,28,Yakın Olmanın Getirdiği Özel Sorumluluk,Responsabilité particulière pour la proximité,Besondere Verantwortung für die Nähe,Tanggungjawab Khas Kerana Berhampiran,مسئولیت ویژه به‌خاطر نزدیکی,நெருக்கமாக இருப்பதால் விசேஷமான பொறுப்பு,Särskilt ansvar för att vara nära,Особая ответственность за близость,নিকটবর্তী হওয়ার বিশেষ দায়িত্ব,Responsabilidad especial por estar cerca,قریب ہونے کی خصوصی ذمہ داری
3592,33:30,Special Responsibility,33,30,Özel Sorumluluk,Responsabilité particulière,Besondere Verantwortung,Tanggungjawab Khas,مسئولیت ویژه,கூடுதல் பொறுப்பு,Särskilt ansvar,Особая ответственность,বিশেষ দায়িত্ব,Responsabilidad especial,خصوصی ذمہ داری
3594,33:32,Setting the Example,33,32,Örnek Teşkil Etmek,Donner l'exemple,Mit gutem Beispiel vorangehen,Menjadi teladan,الگو بودن,முன்னுதாரணத்தை அமைத்தல்,Att föregå med gott exempel,Подавая пример,উদাহরণ স্থাপন করা,Dar ejemplo,مثال قائم کرنا
3597,33:35,Equality of Men and Women,33,35,Erkek ve Kadının Eşitliği,Égalité des hommes et des femmes,Gleichstellung von Männern und Frauen,Kesaksamaan lelaki dan wanita,برابری مردان و زنان,ஆண்கள் மற்றும் பெண்களின் சமத்துவம்,Jämställdhet mellan män och kvinnor,Равенство мужчин и женщин,পুরুষ ও নারীর সমতা,Igualdad entre hombres y mujeres,مردوں اور عورتوں کی مساوات
3598,33:36,"Major Error Committed by Muhammad
Muhammad the Man Disobeys Muhammad the Messenger",33,36,"Muhammed Tarafından İşlenen Büyük Hata, İnsan Muhammed Elçi Muhammed'e İtaatsizlik Ediyor","Erreur majeure commise par Muhammad
Muhammad l'homme désobéit à Muhammad le messager","Muhammad hat einen großen Fehler begangen
Der Mensch Muhammad gehorcht dem Gesandten Muhammad nicht",Kesilapan Besar yang Dilakukan oleh Muhammad: Manusia Muhammad tidak taat kepada Muhammad sebagai Utusan,خطای بزرگ محمد محمد، مرد، از محمد پیامبر نافرمانی می‌کند,முஹம்மத் செய்த மிகப்பெரும் பிழை முஹம்மத் என்ற மனிதர் முஹம்மத் என்ற தூதருக்குக் கீழ்ப்படியவில்லை,"Stort fel begånget av Muhammed
Människan Muhammed lyder inte budbäraren Muhammed","Основная ошибка, совершенная Мухаммадом
Мухаммад-человек ослушался Мухаммада-посланника",মুহাম্মদ কর্তৃক সংঘটিত প্রধান ত্রুটি: মানুষ মুহাম্মদকে (প্রেরিত) অমান্য করে।,"Grave error cometido por Mahoma
Mahoma el Hombre Desobedece a Mahoma el Mensajero",محمد نے محمد سے نافرمانی کی، ایک انسان نے ایک رسول کی نافرمانی کی۔
3566,33:4,Devotion to God Is Indivisible,33,4,Tanrı'ya Olan Adanmışlık Bölünemez,La dévotion à Dieu est indivisible,Hingabe an Gott ist unteilbar,Kesetiaan kepada Tuhan tidak dapat dipisahkan,وفاداری به خدا تجزیه‌ناپذیر است,கடவுளுக்கான அர்ப்பணிப்பு பங்குவைக்க முடியாதது,Hängivenhet till Gud är odelbar,Преданность Богу неделима,ঈশ্বরের প্রতি ভক্তি অবিভাজ্য,La devoción a Dios es indivisible,خدا کے تئیں عقیدت ناقابل تقسیم ہے۔
3602,33:40,Not The Final Messenger*,33,40,Son Elçi Değil,Pas le dernier messager*,Nicht der letzte Bote*,Bukan Utusan Terakhir*,پیام‌آور نهایی نیست*,இறுதித் தூதர் அல்லர்*,Inte den sista budbäraren*,Не последний посланник*,চূড়ান্ত বার্তাবাহক নয়*,No es el mensajero final,آخری پیغامبر نہیں*
3611,33:49,Marriage Laws,33,49,Evlilik Yasaları,Lois sur le mariage,Heiratsgesetze,Undang-Undang Perkahwinan,قوانین ازدواج,திருமணச் சட்டங்கள்,Äktenskapslagar,Законы о браке,বিবাহ আইন,Leyes matrimoniales,شادی کے قوانین
3567,33:5,Do Not Change Your Names,33,5,İsimlerinizi Değiştirmeyin,Ne changez pas de nom,Ändern Sie Ihre Namen nicht,Jangan Tukar Nama Anda,نام‌هایتان را تغییر ندهید,உங்கள் பெயர்களை மாற்றிக்கொள்ளாதீர்கள்,Ändra inte era namn,Не меняйте имена,আপনার নাম পরিবর্তন করবেন না,No cambie sus nombres,اپنے نام نہ بدلیں
3615,33:53,Etiquette,33,53,Görgü Kuralları,Etiquette,Etikett,Label,برچسب,இங்கிதம்,Etikett,Этикетка,লেবেল,Etiqueta,لیبل
3618,33:56,During the Prophet's Life*,33,56,Peygamber Yaşadığı Sürece,Pendant la vie du Prophète*,Zu Lebzeiten des Propheten*,Semasa hayat Nabi*,در دوران زندگی پیامبر*,நபியுடைய வாழ்நாளின் போது*,Under profetens livstid*,При жизни Пророка*,নবীজির জীবদ্দশায়*,En vida del Profeta,حضور کی حیات میں*
3621,33:59,Dress Code for Women,33,59,Kadınlar İçin Giyinme Kuralı,Code vestimentaire pour les femmes,Kleiderordnung für Frauen,Kod Pakaian untuk Wanita,قانون پوشش برای زنان,பெண்களுக்குரிய ஆடைக்கட்டுப்பாடு,Klädkod för kvinnor,Дресс-код для женщин,মহিলাদের পোশাক বিধি,Código de vestimenta para mujeres,خواتین کے لیے لباس کا ضابطہ
3625,33:63,End of the World Revealed*,33,63,Dünya'nın Sonu Vahyedildi,La fin du monde révélée*,Das Ende der Welt wurde enthüllt*,Pengakhiran Dunia Disingkap*,پایان جهان فاش شد*,உலக முடிவு வெளிப்படுத்தப்படுகின்றது*,Världens undergång avslöjad*,Конец света раскрыт*,বিশ্বের শেষ উন্মোচিত*,El fin del mundo revelado*,دنیا کے خاتمے کا انکشاف*
3626,33:64,The Followers Turn On Their Leaders,33,64,Takipçiler Önderlerine Düşman Kesilirler,Les suiveurs se retournent contre leurs dirigeants,Die Gefolgschaft wendet sich gegen ihre Anführer,Para pengikut memberontak terhadap pemimpin mereka,پیروان علیه رهبرانشان شورش می‌کنند,பின்பற்றியவர்கள் தங்களுடைய தலைவர்கள்மீது கோபம் கொள்கின்றனர்,Följarna vänder sig mot sina ledare,Последователи ополчились на своих лидеров,অনুসারীরা তাদের নেতাদের বিরুদ্ধে ঘুরে দাঁড়ায়,Los seguidores se vuelven contra sus líderes,پیروکار اپنے رہنماؤں کے خلاف ہو گئے
3569,33:7,Muhammad Pledges to Support God's Messenger of the Covenant*,33,7,Muhammed' de Tanrı'nın Antlaşma Elçisi'ne Destek Sözü Verdi,Muhammad s'engage à soutenir le Messager de l'Alliance* de Dieu,"Mohammed verpflichtet sich, den Gesandten des Bundes* zu unterstützen",Muhammad Berjanji untuk Menyokong Utusan Perjanjian Allah*,محمد به حمایت از پیامبر عهد خدا* متعهد می‌شود,கடவுளின் உடன்படிக்கைத்தூதருக்கு ஆதரவளிக்க முஹம்மத் வாக்குறுதி செய்கின்றார்*,Muhammed lovar att stödja Guds budbärare av förbundet*,Мухаммад обещает поддержать посланника Божьего завета*.,মুহাম্মদ প্রতিশ্রুতি দিয়েছেন যে তিনি ঐক্যের চুক্তি-সংক্রান্ত ঈশ্বরের দূতকে সমর্থন করবেন*,Mahoma se compromete a apoyar al Mensajero de Dios de la Alianza*.,محمد نے خدا کے عہد کے رسول کی حمایت کا عہد کیا*
