index,verse_index,verse_id,word_index,root_word,arabic,english,transliterated,meanings,chapter_number,verse_number
48885,3215,27:33,5,ا و ل,وَأُو۟لُوا۟,and those who possess,wa-ulū,"To return, be before, come back to. To interpret [by consideration], explain. To contract, withdraw, become. To preside over, hold command or authority. To come to be. To put in a proper state/condition, or to compose [an affair]. To resort to; namely [a thing of any kind; the thing or place whence he or it originated, or came. His or its origin or source; his or its original state, condition, quantity, weight; any place. A former action, saying, or the like]. To return or restore to [ a thing, place, or disposition]. To explain, expound, interpret [collecting the meanings of dubious expressions by such expression as is clear, or plain, without dubiousness]. To explain the meaning of that which is equivocal or ambiguous. To be seen from a distance.",27,33
48886,3215,27:33,6,ب ا س,بَأْسٍ,might,basin,to be miserable; destitute; bad evil; retribution; punishment; harm; conflict; adversity; violence; war; mighty power; poverty; poor; sorrow; strong; dreadful,27,33
48887,3215,27:33,7,ش د د,شَدِيدٍ,"great,",shadīdin,to bind tightly; strap; strengthen firmly; run; establish; make firm; hard; strong; be advanced (day); intense; great; strict; violent; severe; mighty; terrible; stern; grievous; age of full strength; maturity / شَدِيدٌ = severe; strong; mighty; sternly; great strength; violent (warfare); extreme limit,27,33
48888,3215,27:33,8,ا م ر,وَٱلْأَمْرُ,and the command,wal-amru,to command; order; enjoin; take counsel; matter; affair; news; authority; grievous,27,33
48889,3215,27:33,9,ا ل ي,إِلَيْكِ,"(is up) to you,",ilayki,,27,33
48890,3215,27:33,10,ن ظ ر,فَٱنظُرِى,so look,fa-unẓurī,to see; look; glance; gaze; observe; behold; consider; regard; listen; be patient towards; wait; contemplate; grant respite; put off; scrutinize; show kindness; examine; search; reflect; mediate; consider,27,33
48891,3215,27:33,11,م ا ذ ا,مَاذَا,what then (is it),mādhā,,27,33
48892,3215,27:33,12,ا م ر,تَأْمُرِينَ,"you will command.""",tamurīna,to command; order; enjoin; take counsel; matter; affair; news; authority; grievous,27,33
48893,3216,27:34,1,ق و ل,قَالَتْ,"She said,",qālat,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,27,34
48894,3216,27:34,2,ا ن ن,إِنَّ,"""Indeed,",inna,,27,34
48895,3216,27:34,3,م ل ك,ٱلْمُلُوكَ,"the kings,",l-mulūka,to possess; become the owner of; conquer; have control; rule; take a wife; to marry; have power; reign; be capable of; able to obtain; can do; can avail; have authority; hold; transfer property; give to anyone the possession; give a support to; marriage; to own; king; lord; monarch; master; dominion; kingdom; angel; owner,27,34
48896,3216,27:34,4,ا ذ ا,إِذَا,when,idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,27,34
48897,3216,27:34,5,د خ ل,دَخَلُوا۟,they enter,dakhalū,to enter; go in; join in company; visit; intrude; meddle; have intercourse with; intrigue; penetrate; deceit; corrupt; fraudulently; falsely,27,34
48898,3216,27:34,6,ق ر ي,قَرْيَةً,a town,qaryatan,to entertain a guest; collect; explore; town; city; mother of the cities; Mecca,27,34
48899,3216,27:34,7,ف س د,أَفْسَدُوهَا,they destroyed / corrupted it,afsadūhā,to become evil; corrupted; invalid; decomposed; bad; spoiled; tainted; vicious; wrong; make mischief or foul deal; violence; make trouble / فَسَادًا = corruption; chaos; disorder; lawlessness; chaos; evil; trouble,27,34
48900,3216,27:34,8,ج ع ل,وَجَعَلُوٓا۟,and they made,wajaʿalū,to place; put; impose; make; create; appoint; constitute; ordain; attribute; establish; count; hold; regard; esteem; render; establish change; substitute; use a thing instead of; impose; begin,27,34
48901,3216,27:34,9,ع ز ز,أَعِزَّةَ,(the) mighty / dignified (of),aʿizzata,to strengthen; exalt; prevail; mighty; powerful; strong; noble; rare; dear; highly esteemed; precious; exalted; glory; pride; vanity; honor; dignity,27,34
48902,3216,27:34,10,ا ه ل,أَهْلِهَآ,its people,ahlihā,possessor; people of; one who recites; superintended; owner; inhabitants; family; people of house or dwelling,27,34
48903,3216,27:34,11,ذ ل ل,أَذِلَّةً,humiliated / subjected to be low.,adhillatan,to be low; meek; humble; humiliated; weak,27,34
48904,3216,27:34,12,ذ ل ك,وَكَذَٰلِكَ,And thus,wakadhālika,,27,34
48905,3216,27:34,13,ف ع ل,يَفْعَلُونَ,they do.,yafʿalūna,to do; act; perform; have influence or effect; make; accomplish; action; doing; deed; work; fulfill; done,27,34
48906,3217,27:35,1,ا ن ن,وَإِنِّى,"""But indeed, I am",wa-innī,,27,35
48907,3217,27:35,2,ر س ل,مُرْسِلَةٌ,sending,mur'silatun,"to send, messenger; bestow; let go; message (one who confirms existing scriptures)",27,35
48908,3217,27:35,3,ا ل ي,إِلَيْهِم,to them,ilayhim,,27,35
48909,3217,27:35,4,ه د ي,بِهَدِيَّةٍ,with a gift,bihadiyyatin,to guide; show with kindness the right path; lead to the right path; guidance; follow the right path; to find guidance; offering (animals to slaughtered during Hajj); gift; present,27,35
48910,3217,27:35,5,ن ظ ر,فَنَاظِرَةٌۢ,and see,fanāẓiratun,to see; look; glance; gaze; observe; behold; consider; regard; listen; be patient towards; wait; contemplate; grant respite; put off; scrutinize; show kindness; examine; search; reflect; mediate; consider,27,35
48911,3217,27:35,6,ب م,بِمَ,with what,bima,,27,35
48912,3217,27:35,7,ر ج ع,يَرْجِعُ,[it] will return,yarjiʿu,return; go back; repeat; answer; termination,27,35
48913,3217,27:35,8,ر س ل,ٱلْمُرْسَلُونَ,"the messengers.""",l-mur'salūna,"to send, messenger; bestow; let go; message (one who confirms existing scriptures)",27,35
48914,3218,27:36,1,ل م م ا,فَلَمَّا,So when,falammā,,27,36
48915,3218,27:36,2,ج ي ا,جَآءَ,it came / arrived,jāa,to come; bring; arrive; fall (rain); do a thing,27,36
48916,3218,27:36,3,س ل م,سُلَيْمَـٰنَ,(to) Solomon,sulaymāna,to be safe and sound; without blemish; safety; security; immunity; peace; obedience; Heaven; safe; secure; perfect; sincere; Submission; way to peace; stairway; ladder,27,36
48917,3218,27:36,4,ق و ل,قَالَ,"he said,",qāla,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,27,36
48918,3218,27:36,5,م د د,أَتُمِدُّونَنِ,"""Are you [all] providing me",atumiddūnani,to be advanced (day) to stretch forth; extend; draw out; cause to increase or abound; draw forth; spread wide; strain; manure (a land); take ink; prolong; respite; reinforce; aid; term; allotted; period; ink,27,36
48919,3218,27:36,6,م و ل,بِمَالٍ,with wealth?,bimālin,wealth; to be rich; render wealthy; finance minister,27,36
48920,3218,27:36,7,م ا,فَمَآ,But what,famā,that; which; that which; whatsoever; as much as; any kind; when; how,27,36
48921,3218,27:36,8,ا ت ي,ءَاتَىٰنِۦَ,[He] gave me,ātāniya,"to come; bring; bring to; come to; come to pass; come upon; do; commit; come easily; arrive; bring; give; reach; happen; overtake; draw near; go; hit; meet; join; come personally or through command or operation and enforcement of orders; be engaged or occupied; commit (offense); perpetrate (crime); undertake (enterprise); present; pay; ",27,36
48922,3218,27:36,9,ا ل ه,ٱللَّهُ,God (is),l-lahu,to serve; worship or adore; to protect; grant refuge; preserve save; rescue; liberate; object of worship,27,36
48923,3218,27:36,10,خ ي ر,خَيْرٌ,better,khayrun,to be in good circumstances; be favorable to; choose; prefer; select; earn wealth; good; best; profitable and useful thing; happiness; prosperity,27,36
48924,3218,27:36,11,م م ا,مِّمَّآ,than what,mimmā,combination of مِن and ما,27,36
48925,3218,27:36,12,ا ت ي,ءَاتَىٰكُم,He gave you [all].,ātākum,"to come; bring; bring to; come to; come to pass; come upon; do; commit; come easily; arrive; bring; give; reach; happen; overtake; draw near; go; hit; meet; join; come personally or through command or operation and enforcement of orders; be engaged or occupied; commit (offense); perpetrate (crime); undertake (enterprise); present; pay; ",27,36
48926,3218,27:36,13,ب ل,بَلْ,"Nay,",bal,Nay; rather; instead; in fact; no; but,27,36
48927,3218,27:36,14,ا ن ت م,أَنتُم,you [all],antum,,27,36
48928,3218,27:36,15,ه د ي,بِهَدِيَّتِكُمْ,in your gift,bihadiyyatikum,to guide; show with kindness the right path; lead to the right path; guidance; follow the right path; to find guidance; offering (animals to slaughtered during Hajj); gift; present,27,36
48929,3218,27:36,16,ف ر ح,تَفْرَحُونَ,[you all] rejoicing.,tafraḥūna,to be glad; happy; delighted; rejoice; cheerful; pleased; exult; lively; exultant,27,36
48930,3219,27:37,1,ر ج ع,ٱرْجِعْ,"""Return",ir'jiʿ,return; go back; repeat; answer; termination,27,37
48931,3219,27:37,2,ا ل ي,إِلَيْهِمْ,"to them,",ilayhim,,27,37
48932,3219,27:37,3,ا ت ي,فَلَنَأْتِيَنَّهُم,then we will surely bring to them,falanatiyannahum,"to come; bring; bring to; come to; come to pass; come upon; do; commit; come easily; arrive; bring; give; reach; happen; overtake; draw near; go; hit; meet; join; come personally or through command or operation and enforcement of orders; be engaged or occupied; commit (offense); perpetrate (crime); undertake (enterprise); present; pay; ",27,37
48933,3219,27:37,4,ج ن د,بِجُنُودٍ,with forces,bijunūdin,"Collect or assemble [armies, military forces], prepare an army, Jundun [collected body of men prepared for war; auxiliaries]",27,37
48934,3219,27:37,5,ل ا,لَّا,not,lā,no; not; [present tense],27,37
48935,3219,27:37,6,ق ب ل,قِبَلَ,before,qibala,to accept; admit; receive; agree; meet anyone; one who accepts; before; formerly; face to face; before; power; side part; towards; in the direction of; facing; alongside; anything before; opposite; favorable reception; gracious acceptance; tribe; host; to come near; draw near; approach; turn towards; rush upon; to accept; Qibla,27,37
48936,3219,27:37,7,ل,لَهُم,for them,lahum,"a preposition denoting possession or attribution; to; for; unto; on account of; in order to; belonging to; ",27,37
48937,3219,27:37,8,ب,بِهَا,"of it,",bihā,with; from; in; at; during; for; by; on account of; according to; with the help of,27,37
48938,3219,27:37,9,خ ر ج,وَلَنُخْرِجَنَّهُم,and surely we will evict them,walanukh'rijannahum,go out; go forth; come forth; deport; attack; rebel against; pay a tax; income; spend; tribute; maintenance,27,37
48939,3219,27:37,10,م ن,مِّنْهَآ,from it,min'hā,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,27,37
48940,3219,27:37,11,ذ ل ل,أَذِلَّةً,"humiliated,",adhillatan,to be low; meek; humble; humiliated; weak,27,37
48941,3219,27:37,12,ه م,وَهُمْ,and they,wahum,,27,37
48942,3219,27:37,13,ص غ ر,صَـٰغِرُونَ,"[ones] debased.""",ṣāghirūna,to be small; little; subdued or subjected; vileness; contempt; humiliation,27,37
48943,3220,27:38,1,ق و ل,قَالَ,"He said,",qāla,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,27,38
48944,3220,27:38,2,ا ي ي,يَـٰٓأَيُّهَا,"""O",yāayyuhā,who; which; what; whosoever; whatsoever; whichever,27,38
48945,3220,27:38,3,م ل ا,ٱلْمَلَؤُا۟,[the] chiefs / elders!,l-mala-u,to fill; satisfy; help; handful; leader; chief; earthful,27,38
48946,3220,27:38,4,ا ي ي,أَيُّكُمْ,Which of you [all],ayyukum,who; which; what; whosoever; whatsoever; whichever,27,38
48947,3220,27:38,5,ا ت ي,يَأْتِينِى,he will bring me,yatīnī,"to come; bring; bring to; come to; come to pass; come upon; do; commit; come easily; arrive; bring; give; reach; happen; overtake; draw near; go; hit; meet; join; come personally or through command or operation and enforcement of orders; be engaged or occupied; commit (offense); perpetrate (crime); undertake (enterprise); present; pay; ",27,38
48948,3220,27:38,6,ع ر ش,بِعَرْشِهَا,of her throne / mansion,biʿarshihā,to construct; build; make trellis; make a vine-stalk; roof; raise (a house); settle; raise (a structure); throne; dominion; pavilion; roof; power; sovereignty; property; wealth; bounty; object of desire,27,38
48949,3220,27:38,7,ق ب ل,قَبْلَ,before,qabla,to accept; admit; receive; agree; meet anyone; one who accepts; before; formerly; face to face; before; power; side part; towards; in the direction of; facing; alongside; anything before; opposite; favorable reception; gracious acceptance; tribe; host; to come near; draw near; approach; turn towards; rush upon; to accept; Qibla,27,38
48950,3220,27:38,8,ا ن,أَن,that,an,If; When; Indeed; Not; Because; Although; Lest; That; To,27,38
48951,3220,27:38,9,ا ت ي,يَأْتُونِى,they come to me (as),yatūnī,"to come; bring; bring to; come to; come to pass; come upon; do; commit; come easily; arrive; bring; give; reach; happen; overtake; draw near; go; hit; meet; join; come personally or through command or operation and enforcement of orders; be engaged or occupied; commit (offense); perpetrate (crime); undertake (enterprise); present; pay; ",27,38
